Time,FlowX,FlowY
0.03333333333333333,3.5055654,-0.7548553
0.06666666666666667,5.3085217,1.6882211
0.1,6.4679165,3.5300567
0.13333333333333333,7.092966,1.1526767
0.16666666666666666,9.325281,0.37118152
0.2,9.060252,1.7960188
0.23333333333333334,7.61046,2.592468
0.26666666666666666,8.711649,4.0406847
0.3,8.569309,4.2135773
0.3333333333333333,8.4194145,2.0695863
0.36666666666666664,8.7486515,2.4954956
0.4,8.968775,1.3157604
0.43333333333333335,8.283836,0.89920074
0.4666666666666667,8.093649,0.23132366
0.5,6.2136245,-0.033501852
0.5333333333333333,5.3632264,-1.9102103
0.5666666666666667,3.862301,-1.3742499
0.6,1.7177984,-0.83620334
0.6333333333333333,-1.5507517,-1.4206805
0.6666666666666666,-1.9895816,0.26293442
0.7,-2.4957078,2.5022428
0.7333333333333333,-2.7298803,0.44119027
0.7666666666666667,-3.4200459,0.2821674
0.8,-4.4214296,-0.38641533
0.8333333333333334,-4.865767,-0.8001905
0.8666666666666667,-4.0362296,0.36830926
0.9,-4.219629,-0.9293889
0.9333333333333333,-4.529645,-0.9196881
0.9666666666666667,-3.8591285,-1.4970467
1.0,-4.427857,0.09863457
1.0333333333333334,-3.189953,-0.96014076
1.0666666666666667,-3.6267922,-0.4497175
1.1,-3.4263558,-0.100796185
1.1333333333333333,-2.9106479,-0.15080379
1.1666666666666667,-4.306698,0.4460307
1.2,-3.4664881,1.1985606
1.2333333333333334,-3.945109,0.8418971
1.2666666666666666,-4.0538917,0.85913205
1.3,-4.4852037,0.74671084
1.3333333333333333,-3.7267141,0.799114
1.3666666666666667,-3.8462558,0.54639935
1.4,-3.29905,0.5009681
1.4333333333333333,-3.4041243,0.41670606
1.4666666666666666,-1.4861917,1.1804961
1.5,-1.2256511,2.3368168
1.5333333333333334,0.8932277,-0.18020202
1.5666666666666667,3.197165,1.1659465
1.6,4.362906,0.4004173
1.6333333333333333,5.8608418,1.5348855
1.6666666666666667,6.16517,1.1293628
1.7,6.3255253,0.10158859
1.7333333333333334,6.2084026,0.27136382
1.7666666666666666,5.270355,0.8243721
1.8,4.404895,-0.61352426
1.8333333333333333,4.420407,-0.8155147
1.8666666666666667,3.7633812,-1.344912
1.9,2.703933,-0.8837144
1.9333333333333333,3.0454388,-0.31083354
1.9666666666666666,4.5195723,-1.4391104
2.0,3.2992513,-0.56073004
2.033333333333333,3.0470095,-0.23049697
2.066666666666667,2.2800786,-0.9893001
2.1,2.2579167,-0.9775051
2.1333333333333333,2.8053596,-1.4653511
2.1666666666666665,2.7389886,-0.28189567
2.2,1.6103252,0.3776268
2.2333333333333334,1.1538978,0.2587597
2.2666666666666666,0.83377916,0.010697288
2.3,-0.2139327,-0.3138609
2.3333333333333335,-0.9328128,0.20437886
2.3666666666666667,-2.52921,0.8304313
2.4,-3.9989839,0.36056787
2.433333333333333,-3.708892,2.2400851
2.466666666666667,-4.2217836,0.9018716
2.5,-2.9319415,0.9119233
2.533333333333333,-1.7258651,1.2854494
2.566666666666667,0.67393893,2.5663888
2.6,2.667532,0.98494554
2.6333333333333333,3.870577,2.0966022
2.6666666666666665,2.7926133,-0.053965624
2.7,6.183594,4.329958
2.7333333333333334,3.907386,-1.229516
2.7666666666666666,5.018906,-0.8481206
2.8,4.9688334,-2.9500434
2.8333333333333335,4.4915676,-1.6577069
2.8666666666666667,5.1725025,-1.362513
2.9,4.6553035,0.49102172
2.933333333333333,3.6488574,-0.2865428
2.966666666666667,5.629285,0.27657896
3.0,6.1668024,2.1368015
3.033333333333333,7.306323,5.5343337
3.066666666666667,8.890494,-0.09742031
3.1,8.26965,-1.4754386
3.1333333333333333,9.358401,-4.2149873
3.1666666666666665,5.953619,-3.1179352
3.2,4.9846134,2.8552828
3.2333333333333334,1.4212433,3.5366366
3.2666666666666666,1.6484092,3.6131427
3.3,-2.148842,2.716158
3.3333333333333335,-1.6320478,2.5859146
3.3666666666666667,-0.95205843,-0.4700462
3.4,-0.008598213,0.8046924
3.433333333333333,1.8609613,0.51398176
3.466666666666667,4.7401032,0.19401212
3.5,6.246568,0.5597916
3.533333333333333,6.825862,1.1091373
3.566666666666667,8.867192,0.75995857
3.6,9.861134,0.73660326
3.6333333333333333,9.03582,-0.73532766
3.6666666666666665,8.680198,-0.7798519
3.7,5.911006,-1.566367
3.7333333333333334,1.9747199,-2.458656
3.7666666666666666,-1.746875,-1.1238362
3.8,-5.8924055,0.7750908
3.8333333333333335,-7.693902,-0.043380547
3.8666666666666667,-7.5977063,1.0130203
3.9,-8.508273,0.08941414
3.933333333333333,-9.161773,0.2674055
3.966666666666667,-8.657076,-0.1277768
4.0,-7.7650824,-0.7035791
4.033333333333333,-9.153468,-0.052111663
4.066666666666666,-8.091275,0.005366936
4.1,-5.3374925,-0.6606557
4.133333333333334,-4.390209,0.37573418
4.166666666666667,-3.2178888,0.3000107
4.2,-0.99753153,0.8174645
4.233333333333333,-1.0094115,1.0981299
4.266666666666667,0.8679632,0.5258971
4.3,0.5572314,0.06782105
4.333333333333333,1.2325915,-0.35830474
4.366666666666666,2.2848604,0.14659984
4.4,3.5327876,-0.5224877
4.433333333333334,2.5918853,-1.4007437
4.466666666666667,1.3591021,-0.48798716
4.5,1.1165788,0.7196801
4.533333333333333,0.31915018,0.512807
4.566666666666666,0.5551657,0.8509436
4.6,-0.9075835,-0.6505661
4.633333333333334,-0.7874434,-2.0811417
4.666666666666667,0.8914223,-2.6064444
4.7,0.82595336,-2.3710766
4.733333333333333,1.4820193,0.17904083
4.766666666666667,2.2679563,1.190663
4.8,1.9348462,-0.001662407
4.833333333333333,1.8484112,0.71799713
4.866666666666666,1.4664768,1.111526
4.9,1.1864507,-1.3679918
4.933333333333334,1.7434267,1.9926611
4.966666666666667,0.8482747,1.3386115
5.0,2.4177866,0.6725353
5.033333333333333,0.5748858,0.42276025
5.066666666666666,2.0085027,1.5352625
5.1,2.3485284,2.3699434
5.133333333333334,3.2827897,3.144979
5.166666666666667,2.531938,1.8971401
5.2,3.9156744,1.66519
5.233333333333333,3.892917,0.23345524
5.266666666666667,4.6203585,-1.1778854
5.3,5.317339,-1.1307292
5.333333333333333,5.6039357,-0.13623278
5.366666666666666,4.541826,0.82716966
5.4,2.648398,2.3491783
5.433333333333334,1.2670108,0.5524952
5.466666666666667,0.4653508,0.4357538
5.5,0.84845954,-0.13296303
5.533333333333333,1.9476086,-0.5749667
5.566666666666666,2.6991112,-1.1207031
5.6,3.6229103,0.6379815
5.633333333333334,3.1239097,0.48205316
5.666666666666667,2.2337606,1.8537376
5.7,1.3251423,1.392006
5.733333333333333,0.2808672,0.5528309
